SA535X4XB05985-A98262A-R04-C17,SA535X4XB05985-A98262A-R06-C09,SA535X4XB05985-A98262A-R07-C30,SA535X4XB05985-A98262A-R08-C07,SA535X4XB05985-A98262A-R09-C15,SA535X4XB05985-A98262A-R09-C25,SA535X4XB05985-A98262A-R09-C29,SA535X4XB05985-A98262A-R10-C24,SA535X4XB05985-A98262A-R11-C13,SA535X4XB05985-A98262A-R12-C44,SA535X4XB05985-A98262A-R13-C12,SA535X4XB05985-A98262A-R13-C15,SA535X4XB05985-A98262A-R14-C16,SA535X4XB05985-A98262A-R14-C21,SA535X4XB05985-A98262A-R16-C30
17_65000001_65500000,6,4,7,5,5,6,5,5,6,4,5,5,5,3,6
17_65500001_66000000,6,4,7,5,5,6,5,5,6,4,5,5,5,3,6
17_66000001_66500000,6,4,7,5,5,6,5,5,6,4,5,5,5,3,6
17_66500001_67000000,7,4,7,6,5,6,5,5,6,4,6,5,6,3,6
17_67000001_67500000,7,4,7,6,5,6,5,5,6,4,6,5,6,3,6
17_67500001_68000000,7,4,7,6,5,6,5,5,6,4,6,5,6,3,6
17_69000001_69500000,7,4,7,6,5,6,5,5,6,4,6,5,6,3,6
17_69500001_70000000,7,4,7,6,5,6,5,5,6,4,6,5,6,3,6
17_70000001_70500000,7,4,7,6,5,6,5,5,6,4,6,5,6,3,6
17_70500001_71000000,7,4,7,6,5,6,5,5,6,4,6,5,6,3,6
17_71000001_71500000,6,4,7,6,5,6,5,5,6,4,6,5,6,3,6
17_71500001_72000000,6,4,7,6,5,6,5,5,6,4,6,5,6,3,6
17_72000001_72500000,6,4,6,6,5,6,5,5,6,4,6,5,5,3,6
17_72500001_73000000,6,4,6,6,5,6,5,5,6,4,6,5,5,3,6
17_73000001_73500000,6,4,6,5,5,6,5,5,6,4,6,5,5,3,6
17_73500001_74000000,6,4,6,5,5,6,5,5,6,4,6,5,5,3,6
17_74000001_74500000,6,4,6,5,5,6,5,5,6,4,6,5,5,3,6
17_74500001_75000000,6,4,6,5,5,6,5,5,6,4,6,5,5,3,6
17_75000001_75500000,6,4,6,5,5,6,5,5,6,4,6,5,5,3,6
17_75500001_76000000,6,4,6,5,5,6,5,5,6,4,6,5,5,3,6
17_76000001_76500000,6,4,6,5,5,6,5,5,6,4,6,5,5,3,6
17_76500001_77000000,6,4,6,5,5,6,5,5,6,4,6,6,5,3,6
17_78000001_78500000,6,4,6,6,5,6,5,5,6,4,6,6,5,3,6
17_78500001_79000000,6,4,6,6,5,6,5,5,6,4,6,6,5,3,6
17_79000001_79500000,6,4,6,6,5,6,5,5,6,4,6,6,5,3,6
17_80000001_80500000,6,4,6,6,5,6,5,5,6,4,6,6,5,3,6
17_80500001_81000000,6,4,6,6,5,6,5,5,6,4,6,6,5,3,6
18_1000001_1500000,6,6,6,6,6,6,5,6,6,6,6,6,6,3,6
18_2000001_2500000,6,6,6,6,6,6,5,6,6,6,6,6,6,3,6
18_2500001_3000000,6,6,6,6,4,6,5,6,6,6,6,6,6,3,6
18_3000001_3500000,6,4,4,6,4,6,5,6,4,6,6,6,5,3,6
18_3500001_4000000,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4
18_4000001_4500000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_4500001_5000000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_5000001_5500000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_5500001_6000000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_6000001_6500000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_6500001_7000000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_7000001_7500000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_7500001_8000000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_8000001_8500000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_8500001_9000000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_9000001_9500000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_9500001_10000000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_10000001_10500000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_10500001_11000000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_11000001_11500000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_12500001_13000000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_13000001_13500000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_19000001_19500000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_19500001_20000000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_20500001_21000000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_21000001_21500000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_21500001_22000000,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
18_22500001_23000000,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4
18_23000001_23500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_23500001_24000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_24000001_24500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_24500001_25000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_25500001_26000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_26000001_26500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_26500001_27000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_27000001_27500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_27500001_28000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_28000001_28500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_28500001_29000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_29000001_29500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_29500001_30000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_30000001_30500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_30500001_31000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_31000001_31500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_31500001_32000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_32500001_33000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_33000001_33500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_33500001_34000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_34000001_34500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_34500001_35000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_35500001_36000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_36000001_36500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_36500001_37000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_37000001_37500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_37500001_38000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_38000001_38500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_38500001_39000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_39500001_40000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_40000001_40500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_40500001_41000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_41000001_41500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_41500001_42000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_42000001_42500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_42500001_43000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_43000001_43500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_43500001_44000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_44000001_44500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_45500001_46000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_46000001_46500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_46500001_47000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_47000001_47500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_48000001_48500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_48500001_49000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_49000001_49500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_49500001_50000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_50000001_50500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_50500001_51000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_51000001_51500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_52500001_53000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_53000001_53500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_53500001_54000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_54000001_54500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_54500001_55000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_55000001_55500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_55500001_56000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_56000001_56500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_56500001_57000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_57000001_57500000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_57500001_58000000,4,4,4,4,4,4,4,5,4,4,4,4,3,2,4
18_58000001_58500000,4,4,4,4,4,4,4,5,3,4,4,4,3,2,4
18_58500001_59000000,4,4,4,4,4,4,4,5,3,4,4,4,3,2,4
18_59000001_59500000,4,4,4,4,4,4,4,5,3,4,4,4,3,2,4
18_59500001_60000000,4,4,4,4,3,4,4,5,3,4,4,4,3,2,4
18_60000001_60500000,4,4,4,4,3,4,4,5,3,4,4,4,3,2,4
18_60500001_61000000,4,4,4,4,3,4,4,5,3,4,4,4,3,2,4
18_61000001_61500000,4,4,4,4,3,4,4,5,3,4,4,4,3,2,4
18_61500001_62000000,4,4,4,4,3,4,4,5,3,4,4,4,3,2,4
18_62000001_62500000,4,4,4,4,3,4,4,5,3,4,4,4,3,2,4
18_62500001_63000000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_63000001_63500000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_63500001_64000000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_64000001_64500000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_64500001_65000000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_65000001_65500000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_65500001_66000000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_66000001_66500000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_66500001_67000000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_67000001_67500000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_67500001_68000000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_68500001_69000000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_69000001_69500000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_69500001_70000000,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4
18_70000001_70500000,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4
18_71000001_71500000,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4
18_71500001_72000000,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4
18_72500001_73000000,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4
18_73000001_73500000,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4
18_74000001_74500000,8,7,8,7,6,8,4,8,8,8,8,8,7,5,8
18_74500001_75000000,8,7,8,7,6,8,6,8,8,8,8,8,7,5,8
18_75000001_75500000,8,7,8,7,6,8,6,8,8,8,8,8,7,5,8
18_76000001_76500000,8,7,8,7,6,8,8,8,8,8,8,8,7,5,8
18_76500001_77000000,8,7,8,7,6,8,8,8,8,8,8,8,7,5,8
18_77000001_77500000,8,7,8,7,6,8,8,8,8,8,8,8,7,5,8
19_500001_1000000,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3
19_1000001_1500000,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3
19_1500001_2000000,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3
19_2000001_2500000,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3
19_2500001_3000000,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3
19_3000001_3500000,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3
19_3500001_4000000,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3
19_4000001_4500000,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3
19_4500001_5000000,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3
19_5000001_5500000,4,4,4,4,3,4,3,5,3,4,3,4,4,4,3
19_5500001_6000000,4,5,4,4,4,4,3,5,5,5,5,4,4,4,3
19_6000001_6500000,5,5,4,5,4,5,5,5,5,5,5,4,4,6,3
19_6500001_7000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_7500001_8000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_9000001_9500000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_9500001_10000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_10000001_10500000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_10500001_11000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_11000001_11500000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_11500001_12000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_12000001_12500000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_12500001_13000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_13000001_13500000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_13500001_14000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_14000001_14500000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_14500001_15000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_15000001_15500000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_15500001_16000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_16000001_16500000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_16500001_17000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_17000001_17500000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_17500001_18000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_18000001_18500000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_18500001_19000000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_19000001_19500000,5,5,6,5,4,5,5,5,5,5,5,4,6,6,5
19_19500001_20000000,5,5,6,5,4,5,5,5,4,5,5,4,6,6,5
19_20000001_20500000,5,5,6,5,4,5,5,5,4,5,5,4,6,6,5
19_21000001_21500000,5,5,6,5,4,5,5,5,4,5,5,4,6,6,5
19_21500001_22000000,5,5,6,5,4,5,5,5,4,5,5,4,6,6,5
19_22000001_22500000,5,5,6,5,4,5,5,5,4,5,4,4,6,6,4
19_22500001_23000000,5,5,6,4,4,5,5,5,4,5,4,4,6,6,4
19_23000001_23500000,5,5,6,4,4,5,5,5,4,5,4,4,6,5,4
19_23500001_24000000,5,5,6,4,4,5,5,5,4,5,4,4,6,5,4
19_24000001_24500000,5,5,6,4,4,5,5,5,4,5,4,4,6,5,4
19_28000001_28500000,5,5,6,4,4,5,5,5,4,5,4,4,6,5,4
19_28500001_29000000,5,6,6,6,4,5,5,6,5,5,6,5,6,5,6
19_29000001_29500000,5,6,6,6,4,5,5,6,5,5,6,5,6,5,6
19_30000001_30500000,5,6,6,6,4,5,5,6,5,5,6,5,6,5,6
19_30500001_31000000,5,6,6,6,4,5,5,6,6,6,6,5,6,5,6
19_31000001_31500000,5,6,6,6,4,5,5,6,6,6,6,5,6,5,6
19_31500001_32000000,5,6,6,6,4,5,5,6,6,6,6,5,6,5,6
19_32000001_32500000,5,6,6,5,4,5,5,6,6,6,6,5,6,5,6
19_32500001_33000000,5,6,6,5,4,5,5,6,6,6,6,5,6,5,6
19_33000001_33500000,5,6,6,5,4,5,5,6,6,6,6,5,6,5,6
19_33500001_34000000,5,6,6,5,4,5,5,6,6,6,6,5,6,5,6
19_34000001_34500000,5,6,6,5,4,5,5,6,6,6,6,5,6,5,6
19_34500001_35000000,5,6,6,5,4,5,5,6,6,6,6,5,6,5,6
19_35000001_35500000,5,6,6,5,4,5,5,6,6,6,6,5,6,5,6
19_35500001_36000000,5,6,4,5,4,5,5,6,6,6,6,5,3,5,6
19_36000001_36500000,5,6,4,5,4,5,5,6,6,6,6,5,3,4,6
19_37000001_37500000,5,6,4,5,4,5,5,6,5,6,6,5,3,4,6
19_38500001_39000000,5,6,4,4,4,5,5,6,4,6,6,5,3,4,6
19_39000001_39500000,5,6,4,4,4,5,5,6,4,6,6,5,3,4,6
19_39500001_40000000,5,6,4,4,4,5,5,6,4,6,6,5,3,4,6
19_40500001_41000000,5,6,4,4,4,5,5,6,4,6,6,5,3,4,6
19_41000001_41500000,5,6,4,4,4,5,5,6,4,6,6,5,3,4,6
19_41500001_42000000,5,6,4,4,4,5,5,6,4,6,6,5,3,4,6
19_42000001_42500000,5,6,4,4,4,5,5,6,4,6,6,5,4,4,6
19_42500001_43000000,5,6,4,4,4,5,5,6,4,6,6,5,4,4,6
19_44000001_44500000,5,6,4,4,4,5,5,6,4,6,6,5,4,4,6
19_44500001_45000000,5,6,4,4,4,5,5,6,4,6,6,5,4,4,6
19_45000001_45500000,5,5,4,4,4,5,5,5,4,6,6,5,3,4,6
19_45500001_46000000,5,5,4,4,4,4,5,5,4,6,5,5,3,4,6
19_46000001_46500000,5,5,4,4,4,4,5,5,4,6,5,5,3,4,6
19_46500001_47000000,5,5,4,4,4,4,5,5,4,6,5,5,3,4,6
19_47000001_47500000,5,5,4,4,4,4,5,5,4,6,5,5,3,4,6
19_47500001_48000000,5,5,4,4,4,4,5,5,4,6,5,5,3,4,6
19_48500001_49000000,5,5,4,4,4,4,5,5,4,6,5,5,3,4,6
19_49000001_49500000,5,5,4,4,4,4,5,5,4,6,5,5,3,4,6
19_49500001_50000000,5,5,4,4,4,4,5,5,4,6,5,5,3,4,6
19_50000001_50500000,5,5,4,4,4,4,5,5,4,6,5,5,3,4,6
19_51000001_51500000,5,5,4,4,4,5,5,5,4,6,5,5,3,4,6
19_51500001_52000000,8,8,6,7,6,5,6,8,6,6,7,7,5,6,8
19_52000001_52500000,8,8,6,7,6,5,6,8,6,6,7,7,5,6,8
19_52500001_53000000,8,8,6,7,6,5,6,8,6,6,7,7,5,6,8
19_53000001_53500000,8,8,6,7,6,5,6,8,6,6,7,7,5,6,8
19_54000001_54500000,8,8,6,7,6,5,6,8,6,6,7,7,5,6,8
19_54500001_55000000,8,8,6,7,6,5,6,8,6,6,7,7,5,6,8
19_55500001_56000000,8,8,6,7,6,5,6,8,6,6,7,7,5,6,8
19_56500001_57000000,8,8,6,7,6,5,6,8,6,6,7,7,5,6,8
19_57000001_57500000,8,8,7,7,6,5,6,8,6,6,7,7,5,6,8
19_57500001_58000000,8,8,7,7,6,5,6,8,6,6,7,7,5,6,8
19_58000001_58500000,8,8,7,7,6,5,6,8,6,6,7,7,5,6,8
19_58500001_59000000,8,8,7,7,6,5,6,8,6,6,7,7,5,6,8
20_500001_1000000,7,7,6,7,7,7,6,7,7,7,7,7,6,5,7
20_1000001_1500000,7,7,6,7,7,7,6,7,7,7,7,7,6,5,7
20_1500001_2000000,7,7,6,7,7,7,6,7,7,7,7,7,6,5,7
20_2000001_2500000,7,7,6,7,7,7,6,7,7,7,7,7,6,5,7
20_2500001_3000000,7,7,6,7,7,7,6,7,7,7,7,7,6,5,7
20_3000001_3500000,7,7,6,7,7,7,6,7,7,7,7,7,6,5,7
20_3500001_4000000,7,7,6,7,7,7,6,7,7,7,7,7,6,5,7
20_4500001_5000000,7,7,6,7,7,7,6,7,7,7,7,7,6,5,7
20_5000001_5500000,7,7,7,7,7,7,6,7,7,7,7,7,6,5,7
20_5500001_6000000,7,7,7,7,7,7,6,7,7,7,7,7,6,5,7
20_6000001_6500000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_6500001_7000000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_7500001_8000000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_8000001_8500000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_8500001_9000000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_9000001_9500000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_9500001_10000000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_10000001_10500000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_10500001_11000000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_11000001_11500000,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
20_11500001_12000000,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
20_13000001_13500000,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
20_13500001_14000000,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
20_14000001_14500000,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
20_14500001_15000000,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
20_15000001_15500000,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
20_15500001_16000000,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
20_16000001_16500000,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
20_16500001_17000000,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
20_17000001_17500000,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
20_17500001_18000000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_18000001_18500000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_19000001_19500000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_19500001_20000000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_20000001_20500000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_20500001_21000000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_21000001_21500000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_22000001_22500000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_22500001_23000000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_24000001_24500000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_24500001_25000000,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_25000001_25500000,6,7,7,7,7,7,6,7,7,7,7,7,7,5,7
20_25500001_26000000,6,7,5,7,7,7,6,7,7,7,7,7,7,5,7
20_30000001_30500000,6,7,5,4,4,4,6,7,7,7,4,7,4,4,7
20_30500001_31000000,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4
20_31000001_31500000,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
20_31500001_32000000,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4
20_32000001_32500000,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4
20_32500001_33000000,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4
20_33000001_33500000,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4
20_33500001_34000000,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4
20_34000001_34500000,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4
20_35000001_35500000,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4
20_35500001_36000000,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4
20_36000001_36500000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_36500001_37000000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_37000001_37500000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_37500001_38000000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_38500001_39000000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_39000001_39500000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_39500001_40000000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_40000001_40500000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_40500001_41000000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_41000001_41500000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_41500001_42000000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_42000001_42500000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_42500001_43000000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_43000001_43500000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_43500001_44000000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_44000001_44500000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_44500001_45000000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_45000001_45500000,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
20_45500001_46000000,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4
20_46000001_46500000,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4
20_46500001_47000000,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4
20_47000001_47500000,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4
20_47500001_48000000,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4
20_48000001_48500000,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4
20_48500001_49000000,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4
20_49000001_49500000,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4
20_49500001_50000000,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4
20_50000001_50500000,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4
20_50500001_51000000,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4
20_51000001_51500000,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4
20_51500001_52000000,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4
20_52500001_53000000,5,6,6,6,5,6,6,6,5,6,5,5,6,3,6
20_53000001_53500000,5,6,6,6,5,6,6,6,5,6,5,5,6,4,6
20_53500001_54000000,5,6,6,6,5,6,6,6,5,6,5,5,6,4,6
20_54500001_55000000,5,6,6,6,5,6,6,6,6,6,5,5,6,4,6
20_55000001_55500000,5,6,6,6,5,6,6,6,6,6,5,5,6,4,6
20_55500001_56000000,5,6,6,6,5,6,6,6,6,6,5,5,6,4,6
20_56000001_56500000,5,6,6,6,5,6,6,6,6,6,5,5,6,4,6
20_56500001_57000000,5,6,6,6,5,6,6,6,6,6,5,5,6,4,6
20_57000001_57500000,5,6,6,6,5,6,6,6,6,6,5,5,6,4,6
20_57500001_58000000,5,6,6,6,5,6,6,6,6,6,5,5,6,4,6
20_58000001_58500000,5,6,6,6,5,6,6,6,6,6,5,5,6,4,6
20_58500001_59000000,5,6,6,6,5,6,6,6,6,6,5,5,6,4,6
20_59000001_59500000,5,6,6,6,5,6,6,6,6,6,5,5,6,4,6
